2020-04-29 12:04:420 INFO  BrowserSelector :19 - Launching Chrome Browser
2020-04-29 16:04:346 INFO  HomePage :27 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (a8b8bdfe71d3897326801fec6bea3723)] -> link text: Log in]
2020-04-29 16:04:480 INFO  LoginPage :37 - Enter email : ram444@yahoo.com to email field [[ChromeDriver: chrome on WINDOWS (a8b8bdfe71d3897326801fec6bea3723)] -> xpath: //input[@id='Email']]
2020-04-29 16:04:596 INFO  LoginPage :45 - Enter password: london4to password field[[ChromeDriver: chrome on WINDOWS (a8b8bdfe71d3897326801fec6bea3723)] -> id: Password]
2020-04-29 16:04:08 INFO  LoginPage :52 - Click on login buttonProxy element for: DefaultElementLocator 'By.xpath: //input[@class='button-1 login-button']'
2020-04-29 16:04:36 INFO  LoginPage :67 - Verify welcome store text: displayed on welcome store page[[ChromeDriver: chrome on WINDOWS (a8b8bdfe71d3897326801fec6bea3723)] -> xpath: //div[@class='topic-block-title']//h2[text()='Welcome to our store']]
2020-04-29 16:04:684 INFO  BrowserSelector :20 - Launching Chrome Browser
2020-04-29 16:04:991 INFO  HomePage :27 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (395b391442ca7e6c43a68f8df5247c4d)] -> link text: Log in]
2020-04-29 16:04:104 INFO  LoginPage :37 - Enter email : ram555@yahoo.com to email field [[ChromeDriver: chrome on WINDOWS (395b391442ca7e6c43a68f8df5247c4d)] -> xpath: //input[@id='Email']]
2020-04-29 16:04:226 INFO  LoginPage :45 - Enter password: london5to password field[[ChromeDriver: chrome on WINDOWS (395b391442ca7e6c43a68f8df5247c4d)] -> id: Password]
2020-04-29 16:04:306 INFO  LoginPage :52 - Click on login button[[ChromeDriver: chrome on WINDOWS (395b391442ca7e6c43a68f8df5247c4d)] -> xpath: //input[@class='button-1 login-button']]
2020-04-29 16:04:392 INFO  LoginPage :67 - Verify welcome store text: displayed on welcome store pageProxy element for: DefaultElementLocator 'By.xpath: //div[@class='topic-block-title']//h2[text()='Welcome to our store']'
2020-04-29 16:04:547 INFO  BrowserSelector :20 - Launching Chrome Browser
2020-04-29 16:04:934 INFO  HomePage :33 - Clicking on register link : [[ChromeDriver: chrome on WINDOWS (b4d9f664f6b8fdd41f7e64b886ce05a7)] -> xpath: //a[@class='ico-register']]
2020-04-29 16:04:54 INFO  RegisterPage :64 - Verify personal Text:  displayed on personal text page[[ChromeDriver: chrome on WINDOWS (b4d9f664f6b8fdd41f7e64b886ce05a7)] -> xpath: //div[@class='title']//strong[text()='Your Personal Details']]
2020-04-29 16:04:692 INFO  BrowserSelector :20 - Launching Chrome Browser
2020-04-29 16:04:42 INFO  HomePage :33 - Clicking on register link : [[ChromeDriver: chrome on WINDOWS (8ce7d3614720302af0320003f298a653)] -> xpath: //a[@class='ico-register']]
2020-04-29 16:04:175 INFO  RegisterPage :83 - Enter first Name: Jitu to first name field [[ChromeDriver: chrome on WINDOWS (8ce7d3614720302af0320003f298a653)] -> xpath: //input[@id='FirstName']]
2020-04-29 16:04:254 INFO  RegisterPage :90 - Enter last name Patel to last name field[[ChromeDriver: chrome on WINDOWS (8ce7d3614720302af0320003f298a653)] -> xpath: //input[@id='LastName']]
2020-04-29 16:04:315 INFO  RegisterPage :97 - Enter date 01 to date field [[ChromeDriver: chrome on WINDOWS (8ce7d3614720302af0320003f298a653)] -> xpath: //select[@name='DateOfBirthDay']]
2020-04-29 16:04:363 INFO  RegisterPage :97 - Enter date May to date field [[ChromeDriver: chrome on WINDOWS (8ce7d3614720302af0320003f298a653)] -> xpath: //select[@name='DateOfBirthDay']]
2020-04-29 16:04:444 INFO  RegisterPage :97 - Enter date 1979 to date field [[ChromeDriver: chrome on WINDOWS (8ce7d3614720302af0320003f298a653)] -> xpath: //select[@name='DateOfBirthDay']]
2020-04-29 16:04:551 INFO  RegisterPage :119 - Enter email testgYK@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (8ce7d3614720302af0320003f298a653)] -> id: Email]
2020-04-29 16:04:618 INFO  RegisterPage :131 - Enter company name Prime to company's name field [[ChromeDriver: chrome on WINDOWS (8ce7d3614720302af0320003f298a653)] -> xpath: //input[@name='Company']]
2020-04-29 16:04:690 INFO  RegisterPage :138 -  Enter password abc123 to password field [[ChromeDriver: chrome on WINDOWS (8ce7d3614720302af0320003f298a653)] -> xpath: //input[@name='Password']]
2020-04-29 16:04:762 INFO  RegisterPage :145 -  Enter confirm passwordabc123 to confirm password field [[ChromeDriver: chrome on WINDOWS (8ce7d3614720302af0320003f298a653)] -> xpath: //input[@name='ConfirmPassword']]
2020-04-29 16:04:726 INFO  RegisterPage :152 -  Click on register button Proxy element for: DefaultElementLocator 'By.xpath: //input[@name='register-button']'
2020-04-29 16:04:758 INFO  RegisterPage :158 - Verify register Text:  displayed on register page [[ChromeDriver: chrome on WINDOWS (8ce7d3614720302af0320003f298a653)] -> xpath: //div[@class='page-body']//div[text()='Your registration completed']]
2020-04-29 16:04:461 INFO  BrowserSelector :20 - Launching Chrome Browser
2020-04-29 16:04:589 INFO  HomePage :33 - Clicking on register link : [[ChromeDriver: chrome on WINDOWS (f4f9bda9ed44ea5cc82d8d0b44a3bfd8)] -> xpath: //a[@class='ico-register']]
2020-04-29 16:04:653 INFO  RegisterPage :90 - Enter last name A to last name field[[ChromeDriver: chrome on WINDOWS (f4f9bda9ed44ea5cc82d8d0b44a3bfd8)] -> xpath: //input[@id='LastName']]
2020-04-29 16:04:722 INFO  RegisterPage :97 - Enter date 1 to date field [[ChromeDriver: chrome on WINDOWS (f4f9bda9ed44ea5cc82d8d0b44a3bfd8)] -> xpath: //select[@name='DateOfBirthDay']]
2020-04-29 16:04:774 INFO  RegisterPage :97 - Enter date February to date field [[ChromeDriver: chrome on WINDOWS (f4f9bda9ed44ea5cc82d8d0b44a3bfd8)] -> xpath: //select[@name='DateOfBirthDay']]
2020-04-29 16:04:822 INFO  RegisterPage :97 - Enter date 2008 to date field [[ChromeDriver: chrome on WINDOWS (f4f9bda9ed44ea5cc82d8d0b44a3bfd8)] -> xpath: //select[@name='DateOfBirthDay']]
2020-04-29 16:04:910 INFO  RegisterPage :124 - Enter email abc@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (f4f9bda9ed44ea5cc82d8d0b44a3bfd8)] -> id: Email]
2020-04-29 16:04:983 INFO  RegisterPage :131 - Enter company name Prime to company's name field [[ChromeDriver: chrome on WINDOWS (f4f9bda9ed44ea5cc82d8d0b44a3bfd8)] -> xpath: //input[@name='Company']]
2020-04-29 16:04:59 INFO  RegisterPage :138 -  Enter password abc123 to password field [[ChromeDriver: chrome on WINDOWS (f4f9bda9ed44ea5cc82d8d0b44a3bfd8)] -> xpath: //input[@name='Password']]
2020-04-29 16:04:126 INFO  RegisterPage :145 -  Enter confirm passwordabc123 to confirm password field [[ChromeDriver: chrome on WINDOWS (f4f9bda9ed44ea5cc82d8d0b44a3bfd8)] -> xpath: //input[@name='ConfirmPassword']]
2020-04-29 16:04:204 INFO  RegisterPage :152 -  Click on register button [[ChromeDriver: chrome on WINDOWS (f4f9bda9ed44ea5cc82d8d0b44a3bfd8)] -> xpath: //input[@name='register-button']]
2020-04-29 16:04:223 INFO  RegisterPage :163 - Verify register Text:  displayed on register page [[ChromeDriver: chrome on WINDOWS (f4f9bda9ed44ea5cc82d8d0b44a3bfd8)] -> xpath: //span[@id='FirstName-error']]
2020-04-29 16:04:856 INFO  BrowserSelector :20 - Launching Chrome Browser
2020-04-29 16:04:535 INFO  HomePage :33 - Clicking on register link : [[ChromeDriver: chrome on WINDOWS (037a39b29744abdea06b7a56a522236b)] -> xpath: //a[@class='ico-register']]
2020-04-29 16:04:600 INFO  RegisterPage :90 - Enter last name B to last name field[[ChromeDriver: chrome on WINDOWS (037a39b29744abdea06b7a56a522236b)] -> xpath: //input[@id='LastName']]
2020-04-29 16:04:658 INFO  RegisterPage :97 - Enter date 1 to date field [[ChromeDriver: chrome on WINDOWS (037a39b29744abdea06b7a56a522236b)] -> xpath: //select[@name='DateOfBirthDay']]
2020-04-29 16:04:707 INFO  RegisterPage :97 - Enter date May to date field [[ChromeDriver: chrome on WINDOWS (037a39b29744abdea06b7a56a522236b)] -> xpath: //select[@name='DateOfBirthDay']]
2020-04-29 16:04:755 INFO  RegisterPage :97 - Enter date 2009 to date field [[ChromeDriver: chrome on WINDOWS (037a39b29744abdea06b7a56a522236b)] -> xpath: //select[@name='DateOfBirthDay']]
2020-04-29 16:04:825 INFO  RegisterPage :124 - Enter email def@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (037a39b29744abdea06b7a56a522236b)] -> id: Email]
2020-04-29 16:04:883 INFO  RegisterPage :131 - Enter company name Testing to company's name field [[ChromeDriver: chrome on WINDOWS (037a39b29744abdea06b7a56a522236b)] -> xpath: //input[@name='Company']]
2020-04-29 16:04:960 INFO  RegisterPage :138 -  Enter password def123 to password field [[ChromeDriver: chrome on WINDOWS (037a39b29744abdea06b7a56a522236b)] -> xpath: //input[@name='Password']]
2020-04-29 16:04:32 INFO  RegisterPage :145 -  Enter confirm passworddef123 to confirm password field [[ChromeDriver: chrome on WINDOWS (037a39b29744abdea06b7a56a522236b)] -> xpath: //input[@name='ConfirmPassword']]
2020-04-29 16:04:107 INFO  RegisterPage :152 -  Click on register button [[ChromeDriver: chrome on WINDOWS (037a39b29744abdea06b7a56a522236b)] -> xpath: //input[@name='register-button']]
2020-04-29 16:04:129 INFO  RegisterPage :163 - Verify register Text:  displayed on register page [[ChromeDriver: chrome on WINDOWS (037a39b29744abdea06b7a56a522236b)] -> xpath: //span[@id='FirstName-error']]
2020-04-29 16:04:773 INFO  BrowserSelector :20 - Launching Chrome Browser
2020-04-29 16:04:572 INFO  HomePage :33 - Clicking on register link : [[ChromeDriver: chrome on WINDOWS (c899906d220ee2a73a8e46d7a7a6a7e9)] -> xpath: //a[@class='ico-register']]
2020-04-29 16:04:633 INFO  RegisterPage :90 - Enter last name C to last name field[[ChromeDriver: chrome on WINDOWS (c899906d220ee2a73a8e46d7a7a6a7e9)] -> xpath: //input[@id='LastName']]
2020-04-29 16:04:691 INFO  RegisterPage :97 - Enter date 1 to date field [[ChromeDriver: chrome on WINDOWS (c899906d220ee2a73a8e46d7a7a6a7e9)] -> xpath: //select[@name='DateOfBirthDay']]
2020-04-29 16:04:743 INFO  RegisterPage :97 - Enter date November to date field [[ChromeDriver: chrome on WINDOWS (c899906d220ee2a73a8e46d7a7a6a7e9)] -> xpath: //select[@name='DateOfBirthDay']]
2020-04-29 16:04:803 INFO  RegisterPage :97 - Enter date 2010 to date field [[ChromeDriver: chrome on WINDOWS (c899906d220ee2a73a8e46d7a7a6a7e9)] -> xpath: //select[@name='DateOfBirthDay']]
2020-04-29 16:04:920 INFO  RegisterPage :124 - Enter email ghi@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (c899906d220ee2a73a8e46d7a7a6a7e9)] -> id: Email]
2020-04-29 16:04:998 INFO  RegisterPage :131 - Enter company name Square1 to company's name field [[ChromeDriver: chrome on WINDOWS (c899906d220ee2a73a8e46d7a7a6a7e9)] -> xpath: //input[@name='Company']]
2020-04-29 16:04:75 INFO  RegisterPage :138 -  Enter password ghi123 to password field [[ChromeDriver: chrome on WINDOWS (c899906d220ee2a73a8e46d7a7a6a7e9)] -> xpath: //input[@name='Password']]
2020-04-29 16:04:146 INFO  RegisterPage :145 -  Enter confirm passwordghi123 to confirm password field [[ChromeDriver: chrome on WINDOWS (c899906d220ee2a73a8e46d7a7a6a7e9)] -> xpath: //input[@name='ConfirmPassword']]
2020-04-29 16:04:222 INFO  RegisterPage :152 -  Click on register button [[ChromeDriver: chrome on WINDOWS (c899906d220ee2a73a8e46d7a7a6a7e9)] -> xpath: //input[@name='register-button']]
2020-04-29 16:04:242 INFO  RegisterPage :163 - Verify register Text:  displayed on register page [[ChromeDriver: chrome on WINDOWS (c899906d220ee2a73a8e46d7a7a6a7e9)] -> xpath: //span[@id='FirstName-error']]
2020-04-29 16:04:873 INFO  BrowserSelector :20 - Launching Chrome Browser
2020-04-29 16:04:244 INFO  HomePage :33 - Clicking on register link : [[ChromeDriver: chrome on WINDOWS (c2200908b196fad9e9a11ecabc6128eb)] -> xpath: //a[@class='ico-register']]
2020-04-29 16:04:318 INFO  RegisterPage :90 - Enter last name D to last name field[[ChromeDriver: chrome on WINDOWS (c2200908b196fad9e9a11ecabc6128eb)] -> xpath: //input[@id='LastName']]
2020-04-29 16:04:377 INFO  RegisterPage :97 - Enter date 1 to date field [[ChromeDriver: chrome on WINDOWS (c2200908b196fad9e9a11ecabc6128eb)] -> xpath: //select[@name='DateOfBirthDay']]
2020-04-29 16:04:430 INFO  RegisterPage :97 - Enter date February to date field [[ChromeDriver: chrome on WINDOWS (c2200908b196fad9e9a11ecabc6128eb)] -> xpath: //select[@name='DateOfBirthDay']]
2020-04-29 16:04:478 INFO  RegisterPage :97 - Enter date 2014 to date field [[ChromeDriver: chrome on WINDOWS (c2200908b196fad9e9a11ecabc6128eb)] -> xpath: //select[@name='DateOfBirthDay']]
2020-04-29 16:04:581 INFO  RegisterPage :124 - Enter email jkl@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (c2200908b196fad9e9a11ecabc6128eb)] -> id: Email]
2020-04-29 16:04:702 INFO  RegisterPage :131 - Enter company name Interior Collection to company's name field [[ChromeDriver: chrome on WINDOWS (c2200908b196fad9e9a11ecabc6128eb)] -> xpath: //input[@name='Company']]
2020-04-29 16:04:804 INFO  RegisterPage :138 -  Enter password jkl123 to password field [[ChromeDriver: chrome on WINDOWS (c2200908b196fad9e9a11ecabc6128eb)] -> xpath: //input[@name='Password']]
2020-04-29 16:04:885 INFO  RegisterPage :145 -  Enter confirm passwordjkl123 to confirm password field [[ChromeDriver: chrome on WINDOWS (c2200908b196fad9e9a11ecabc6128eb)] -> xpath: //input[@name='ConfirmPassword']]
2020-04-29 16:04:959 INFO  RegisterPage :152 -  Click on register button [[ChromeDriver: chrome on WINDOWS (c2200908b196fad9e9a11ecabc6128eb)] -> xpath: //input[@name='register-button']]
2020-04-29 16:04:980 INFO  RegisterPage :163 - Verify register Text:  displayed on register page [[ChromeDriver: chrome on WINDOWS (c2200908b196fad9e9a11ecabc6128eb)] -> xpath: //span[@id='FirstName-error']]
2020-04-29 16:04:638 INFO  BrowserSelector :20 - Launching Chrome Browser
2020-04-29 16:04:264 INFO  HomePage :33 - Clicking on register link : [[ChromeDriver: chrome on WINDOWS (03d2e80cb4211b7850cbf44ef6e9440b)] -> xpath: //a[@class='ico-register']]
2020-04-29 16:04:346 INFO  RegisterPage :90 - Enter last name E to last name field[[ChromeDriver: chrome on WINDOWS (03d2e80cb4211b7850cbf44ef6e9440b)] -> xpath: //input[@id='LastName']]
2020-04-29 16:04:406 INFO  RegisterPage :97 - Enter date 1 to date field [[ChromeDriver: chrome on WINDOWS (03d2e80cb4211b7850cbf44ef6e9440b)] -> xpath: //select[@name='DateOfBirthDay']]
2020-04-29 16:04:462 INFO  RegisterPage :97 - Enter date January to date field [[ChromeDriver: chrome on WINDOWS (03d2e80cb4211b7850cbf44ef6e9440b)] -> xpath: //select[@name='DateOfBirthDay']]
2020-04-29 16:04:603 INFO  RegisterPage :97 - Enter date 2020 to date field [[ChromeDriver: chrome on WINDOWS (03d2e80cb4211b7850cbf44ef6e9440b)] -> xpath: //select[@name='DateOfBirthDay']]
2020-04-29 16:04:712 INFO  RegisterPage :124 - Enter email mno@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (03d2e80cb4211b7850cbf44ef6e9440b)] -> id: Email]
2020-04-29 16:04:791 INFO  RegisterPage :131 - Enter company name HarrowGS to company's name field [[ChromeDriver: chrome on WINDOWS (03d2e80cb4211b7850cbf44ef6e9440b)] -> xpath: //input[@name='Company']]
2020-04-29 16:04:862 INFO  RegisterPage :138 -  Enter password mno123 to password field [[ChromeDriver: chrome on WINDOWS (03d2e80cb4211b7850cbf44ef6e9440b)] -> xpath: //input[@name='Password']]
2020-04-29 16:04:930 INFO  RegisterPage :145 -  Enter confirm passwordmno123 to confirm password field [[ChromeDriver: chrome on WINDOWS (03d2e80cb4211b7850cbf44ef6e9440b)] -> xpath: //input[@name='ConfirmPassword']]
2020-04-29 16:04:05 INFO  RegisterPage :152 -  Click on register button [[ChromeDriver: chrome on WINDOWS (03d2e80cb4211b7850cbf44ef6e9440b)] -> xpath: //input[@name='register-button']]
2020-04-29 16:04:25 INFO  RegisterPage :163 - Verify register Text:  displayed on register page [[ChromeDriver: chrome on WINDOWS (03d2e80cb4211b7850cbf44ef6e9440b)] -> xpath: //span[@id='FirstName-error']]
2020-04-29 16:04:415 INFO  BrowserSelector :20 - Launching Chrome Browser
2020-04-29 16:04:504 INFO  HomePage :27 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (02fd1137ed8098449d2e4c415ebec2a7)] -> link text: Log in]
2020-04-29 16:04:536 INFO  LoginPage :58 - verify welcome text: displayed on welcome text [[ChromeDriver: chrome on WINDOWS (02fd1137ed8098449d2e4c415ebec2a7)] -> xpath: //div[@class='page-title']//h1]
2020-04-29 16:04:416 INFO  BrowserSelector :20 - Launching Chrome Browser
2020-04-29 16:04:917 INFO  HomePage :27 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (5a59c3d347c831b9d0385dd711679c4b)] -> link text: Log in]
2020-04-29 16:04:72 INFO  LoginPage :37 - Enter email : bjrpatel17@yahoo.com to email field [[ChromeDriver: chrome on WINDOWS (5a59c3d347c831b9d0385dd711679c4b)] -> xpath: //input[@id='Email']]
2020-04-29 16:04:194 INFO  LoginPage :45 - Enter password: abc123to password field[[ChromeDriver: chrome on WINDOWS (5a59c3d347c831b9d0385dd711679c4b)] -> id: Password]
2020-04-29 16:04:269 INFO  LoginPage :52 - Click on login button[[ChromeDriver: chrome on WINDOWS (5a59c3d347c831b9d0385dd711679c4b)] -> xpath: //input[@class='button-1 login-button']]
2020-04-29 16:04:373 INFO  LoginPage :67 - Verify welcome store text: displayed on welcome store pageProxy element for: DefaultElementLocator 'By.xpath: //div[@class='topic-block-title']//h2[text()='Welcome to our store']'
2020-04-29 16:04:517 INFO  BrowserSelector :20 - Launching Chrome Browser
2020-04-29 16:04:600 INFO  HomePage :27 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (d28a953699e5e7033586d7450694a664)] -> link text: Log in]
2020-04-29 16:04:761 INFO  LoginPage :37 - Enter email : xyz13@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (d28a953699e5e7033586d7450694a664)] -> xpath: //input[@id='Email']]
2020-04-29 16:04:873 INFO  LoginPage :45 - Enter password: abc123to password field[[ChromeDriver: chrome on WINDOWS (d28a953699e5e7033586d7450694a664)] -> id: Password]
2020-04-29 16:04:133 INFO  LoginPage :52 - Click on login buttonProxy element for: DefaultElementLocator 'By.xpath: //input[@class='button-1 login-button']'
2020-04-29 16:04:158 INFO  LoginPage :67 - Verify welcome store text: displayed on welcome store page[[ChromeDriver: chrome on WINDOWS (d28a953699e5e7033586d7450694a664)] -> xpath: //div[@class='topic-block-title']//h2[text()='Welcome to our store']]
2020-04-29 16:04:793 INFO  BrowserSelector :20 - Launching Chrome Browser
2020-04-29 16:04:132 INFO  HomePage :27 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (4cdabeec8f23a937d1922751a866fb73)] -> link text: Log in]
2020-04-29 16:04:283 INFO  LoginPage :37 - Enter email : xyz1@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (4cdabeec8f23a937d1922751a866fb73)] -> xpath: //input[@id='Email']]
2020-04-29 16:04:393 INFO  LoginPage :45 - Enter password: abc1234to password field[[ChromeDriver: chrome on WINDOWS (4cdabeec8f23a937d1922751a866fb73)] -> id: Password]
2020-04-29 16:04:473 INFO  LoginPage :52 - Click on login button[[ChromeDriver: chrome on WINDOWS (4cdabeec8f23a937d1922751a866fb73)] -> xpath: //input[@class='button-1 login-button']]
2020-04-29 16:04:594 INFO  LoginPage :67 - Verify welcome store text: displayed on welcome store pageProxy element for: DefaultElementLocator 'By.xpath: //div[@class='topic-block-title']//h2[text()='Welcome to our store']'
2020-04-29 16:04:619 INFO  BrowserSelector :20 - Launching Chrome Browser
2020-04-29 16:04:254 INFO  HomePage :27 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (cc8e26bfba1a2026ee7d60dcadb14dad)] -> link text: Log in]
2020-04-29 16:04:375 INFO  LoginPage :37 - Enter email : ram111@yahoo.com to email field [[ChromeDriver: chrome on WINDOWS (cc8e26bfba1a2026ee7d60dcadb14dad)] -> xpath: //input[@id='Email']]
2020-04-29 16:04:484 INFO  LoginPage :45 - Enter password: london3to password field[[ChromeDriver: chrome on WINDOWS (cc8e26bfba1a2026ee7d60dcadb14dad)] -> id: Password]
2020-04-29 16:04:571 INFO  LoginPage :52 - Click on login button[[ChromeDriver: chrome on WINDOWS (cc8e26bfba1a2026ee7d60dcadb14dad)] -> xpath: //input[@class='button-1 login-button']]
2020-04-29 16:04:667 INFO  LoginPage :67 - Verify welcome store text: displayed on welcome store pageProxy element for: DefaultElementLocator 'By.xpath: //div[@class='topic-block-title']//h2[text()='Welcome to our store']'
2020-04-29 16:04:661 INFO  BrowserSelector :20 - Launching Chrome Browser
2020-04-29 16:04:880 INFO  HomePage :27 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (1208b1bcbbb30c1e338d5b1d9c9975ec)] -> link text: Log in]
2020-04-29 16:04:996 INFO  LoginPage :37 - Enter email : ram222@yahoo.com to email field [[ChromeDriver: chrome on WINDOWS (1208b1bcbbb30c1e338d5b1d9c9975ec)] -> xpath: //input[@id='Email']]
2020-04-29 16:04:99 INFO  LoginPage :45 - Enter password: london1to password field[[ChromeDriver: chrome on WINDOWS (1208b1bcbbb30c1e338d5b1d9c9975ec)] -> id: Password]
2020-04-29 16:04:173 INFO  LoginPage :52 - Click on login button[[ChromeDriver: chrome on WINDOWS (1208b1bcbbb30c1e338d5b1d9c9975ec)] -> xpath: //input[@class='button-1 login-button']]
2020-04-29 16:04:264 INFO  LoginPage :67 - Verify welcome store text: displayed on welcome store pageProxy element for: DefaultElementLocator 'By.xpath: //div[@class='topic-block-title']//h2[text()='Welcome to our store']'
2020-04-29 16:04:316 INFO  BrowserSelector :20 - Launching Chrome Browser
2020-04-29 16:04:476 INFO  HomePage :27 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (c893c9f487fb3592ee47bc09db68f428)] -> link text: Log in]
2020-04-29 16:04:592 INFO  LoginPage :37 - Enter email : ram333@yahoo.com to email field [[ChromeDriver: chrome on WINDOWS (c893c9f487fb3592ee47bc09db68f428)] -> xpath: //input[@id='Email']]
2020-04-29 16:04:697 INFO  LoginPage :45 - Enter password: london2to password field[[ChromeDriver: chrome on WINDOWS (c893c9f487fb3592ee47bc09db68f428)] -> id: Password]
2020-04-29 16:04:787 INFO  LoginPage :52 - Click on login button[[ChromeDriver: chrome on WINDOWS (c893c9f487fb3592ee47bc09db68f428)] -> xpath: //input[@class='button-1 login-button']]
2020-04-29 16:04:864 INFO  LoginPage :67 - Verify welcome store text: displayed on welcome store pageProxy element for: DefaultElementLocator 'By.xpath: //div[@class='topic-block-title']//h2[text()='Welcome to our store']'
2020-04-29 16:04:935 INFO  BrowserSelector :20 - Launching Chrome Browser
2020-04-29 16:04:125 INFO  HomePage :27 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (887ffc09dd665149d2a8893af4475528)] -> link text: Log in]
2020-04-29 16:04:254 INFO  LoginPage :37 - Enter email : ram444@yahoo.com to email field [[ChromeDriver: chrome on WINDOWS (887ffc09dd665149d2a8893af4475528)] -> xpath: //input[@id='Email']]
2020-04-29 16:04:368 INFO  LoginPage :45 - Enter password: london4to password field[[ChromeDriver: chrome on WINDOWS (887ffc09dd665149d2a8893af4475528)] -> id: Password]
2020-04-29 16:04:658 INFO  LoginPage :52 - Click on login buttonProxy element for: DefaultElementLocator 'By.xpath: //input[@class='button-1 login-button']'
2020-04-29 16:04:684 INFO  LoginPage :67 - Verify welcome store text: displayed on welcome store page[[ChromeDriver: chrome on WINDOWS (887ffc09dd665149d2a8893af4475528)] -> xpath: //div[@class='topic-block-title']//h2[text()='Welcome to our store']]
2020-04-29 16:04:347 INFO  BrowserSelector :20 - Launching Chrome Browser
2020-04-29 16:04:294 INFO  HomePage :27 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (e09a7f08cd28469094a6d6ee20e1b7b2)] -> link text: Log in]
2020-04-29 16:04:456 INFO  LoginPage :37 - Enter email : ram555@yahoo.com to email field [[ChromeDriver: chrome on WINDOWS (e09a7f08cd28469094a6d6ee20e1b7b2)] -> xpath: //input[@id='Email']]
2020-04-29 16:04:589 INFO  LoginPage :45 - Enter password: london5to password field[[ChromeDriver: chrome on WINDOWS (e09a7f08cd28469094a6d6ee20e1b7b2)] -> id: Password]
2020-04-29 16:04:667 INFO  LoginPage :52 - Click on login button[[ChromeDriver: chrome on WINDOWS (e09a7f08cd28469094a6d6ee20e1b7b2)] -> xpath: //input[@class='button-1 login-button']]
2020-04-29 16:04:791 INFO  LoginPage :67 - Verify welcome store text: displayed on welcome store pageProxy element for: DefaultElementLocator 'By.xpath: //div[@class='topic-block-title']//h2[text()='Welcome to our store']'
2020-04-29 16:04:118 INFO  BrowserSelector :20 - Launching Chrome Browser
2020-04-29 16:04:185 INFO  HomePage :33 - Clicking on register link : [[ChromeDriver: chrome on WINDOWS (f02699d88335df290b6eb1c1257170de)] -> xpath: //a[@class='ico-register']]
2020-04-29 16:04:272 INFO  RegisterPage :64 - Verify personal Text:  displayed on personal text page[[ChromeDriver: chrome on WINDOWS (f02699d88335df290b6eb1c1257170de)] -> xpath: //div[@class='title']//strong[text()='Your Personal Details']]
2020-04-29 16:04:924 INFO  BrowserSelector :20 - Launching Chrome Browser
2020-04-29 16:04:971 INFO  HomePage :33 - Clicking on register link : [[ChromeDriver: chrome on WINDOWS (38692dc408c2456e7172089495eb5efd)] -> xpath: //a[@class='ico-register']]
2020-04-29 16:04:83 INFO  RegisterPage :83 - Enter first Name: Jitu to first name field [[ChromeDriver: chrome on WINDOWS (38692dc408c2456e7172089495eb5efd)] -> xpath: //input[@id='FirstName']]
2020-04-29 16:04:156 INFO  RegisterPage :90 - Enter last name Patel to last name field[[ChromeDriver: chrome on WINDOWS (38692dc408c2456e7172089495eb5efd)] -> xpath: //input[@id='LastName']]
2020-04-29 16:04:218 INFO  RegisterPage :97 - Enter date 01 to date field [[ChromeDriver: chrome on WINDOWS (38692dc408c2456e7172089495eb5efd)] -> xpath: //select[@name='DateOfBirthDay']]
2020-04-29 16:04:265 INFO  RegisterPage :97 - Enter date May to date field [[ChromeDriver: chrome on WINDOWS (38692dc408c2456e7172089495eb5efd)] -> xpath: //select[@name='DateOfBirthDay']]
2020-04-29 16:04:313 INFO  RegisterPage :97 - Enter date 1979 to date field [[ChromeDriver: chrome on WINDOWS (38692dc408c2456e7172089495eb5efd)] -> xpath: //select[@name='DateOfBirthDay']]
2020-04-29 16:04:409 INFO  RegisterPage :119 - Enter email teste9y@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (38692dc408c2456e7172089495eb5efd)] -> id: Email]
2020-04-29 16:04:478 INFO  RegisterPage :131 - Enter company name Prime to company's name field [[ChromeDriver: chrome on WINDOWS (38692dc408c2456e7172089495eb5efd)] -> xpath: //input[@name='Company']]
2020-04-29 16:04:553 INFO  RegisterPage :138 -  Enter password abc123 to password field [[ChromeDriver: chrome on WINDOWS (38692dc408c2456e7172089495eb5efd)] -> xpath: //input[@name='Password']]
